supplier_id,supplier_reliability,previous_delays,average_lead_time,demand,inventory_level,weather_risk,transportation_risk,distance,supplier_capacity,shipment_size,historical_disruptions,disrupted
SUP-030,81.2,10,14.5,4552,4641,1.0,1.6,264.0,9436,2936,0,0
SUP-004,82.0,12,23.6,1605,3858,2.0,5.5,1768.0,6832,1759,3,0
SUP-010,68.9,12,22.8,3455,11437,2.4,2.9,1232.0,18519,3036,5,0
SUP-039,57.0,3,16.3,2702,6845,4.2,0.1,650.0,7812,2755,4,0
SUP-001,86.0,14,12.3,3120,9641,1.6,3.2,50.0,14199,4246,3,0
SUP-024,92.3,0,15.5,2362,6997,1.1,3.9,381.0,7296,3113,3,0
SUP-023,96.4,12,14.6,821,724,4.3,4.6,86.0,905,995,2,0
SUP-028,47.3,9,11.9,5639,4129,6.1,2.7,223.0,12554,3545,1,1
SUP-027,69.7,11,17.5,6432,20582,4.5,2.4,714.0,7975,8242,0,0
SUP-004,82.0,12,14.9,1487,1170,0.3,6.8,912.0,8683,2029,3,1
SUP-036,55.0,8,21.6,10286,18274,3.6,7.0,334.0,14207,13487,5,1
SUP-004,82.0,12,11.1,4803,12385,1.4,5.0,488.0,11317,4387,3,0
SUP-028,47.3,9,23.1,1744,3122,1.0,5.0,2203.0,4321,986,1,0
SUP-019,88.9,9,17.8,13398,43480,0.2,3.6,738.0,70642,16036,2,0
SUP-009,51.8,11,17.1,4987,17453,1.0,5.1,950.0,14010,6721,4,0
SUP-018,48.4,10,15.3,1625,1150,3.1,3.5,504.0,1337,1927,0,0
SUP-024,92.3,0,20.9,4244,11810,5.7,2.9,811.0,6987,3678,3,0
SUP-038,70.2,2,15.3,4389,10600,5.6,2.0,997.0,12223,5536,4,0
SUP-004,82.0,12,9.9,1510,5278,4.0,2.9,1205.0,6953,1557,3,0
SUP-019,88.9,9,9.4,2183,7630,3.6,2.0,154.0,2796,2850,2,0
SUP-032,96.3,11,9.6,603,1315,5.2,1.5,296.0,932,707,2,0
SUP-003,90.5,2,15.7,3907,5958,3.6,4.7,406.0,12633,3812,5,0
SUP-013,79.1,12,20.7,856,1445,3.0,5.5,479.0,3212,783,0,0
SUP-027,69.7,11,11.6,1386,2853,3.6,3.3,677.0,7355,1578,0,0
SUP-039,57.0,3,18.1,5427,18727,1.3,1.5,248.0,28542,4083,4,0
SUP-021,85.2,12,12.7,1337,4301,1.0,1.2,1156.0,4661,930,7,0
SUP-003,90.5,2,6.5,5790,7423,7.0,3.4,523.0,13003,7913,5,0
SUP-024,92.3,0,16.7,443,726,5.4,4.7,904.0,1102,429,3,1
SUP-031,84.5,4,11.7,5147,3119,1.2,1.6,108.0,11224,4209,6,0
SUP-014,88.6,5,7.9,657,1739,1.2,5.1,1426.0,1338,908,4,0
SUP-039,57.0,3,20.9,10543,33100,3.3,5.8,620.0,57416,10194,4,1
SUP-033,62.3,8,11.5,1287,3277,1.4,5.4,1844.0,5561,923,7,0
SUP-029,53.2,7,21.7,18106,34238,1.8,7.8,368.0,59467,9565,6,1
SUP-011,64.7,6,23.9,2076,5328,3.2,5.6,301.0,5641,1590,4,0
SUP-019,88.9,9,14.5,1925,3983,0.8,4.0,302.0,3863,1183,2,0
SUP-007,85.3,1,18.0,1199,452,5.7,3.1,1086.0,967,1169,0,0
SUP-011,64.7,6,15.3,3349,7884,6.2,2.1,790.0,18685,1977,4,0
SUP-026,55.3,11,20.4,682,354,4.4,2.1,346.0,1370,854,6,1
SUP-033,62.3,8,9.5,3744,10617,1.7,3.8,1026.0,20228,3265,7,0
SUP-001,86.0,14,17.1,4861,4365,1.5,4.6,390.0,26275,4010,3,0
SUP-037,51.9,0,22.7,2959,2517,4.2,2.1,179.0,9059,2924,1,0
SUP-014,88.6,5,13.5,13169,36000,0.7,5.8,730.0,22400,17435,4,1
SUP-030,81.2,10,11.5,2098,741,1.1,1.1,1408.0,10181,1624,0,0
SUP-036,55.0,8,23.0,666,2295,3.8,3.2,1165.0,2274,558,5,1
SUP-016,57.0,4,17.9,1271,477,2.2,3.6,609.0,3906,1418,2,1
SUP-009,51.8,11,15.0,6052,15202,4.1,3.5,326.0,14159,4460,4,0
SUP-015,68.5,13,15.6,2771,4864,1.9,3.4,685.0,12598,3761,6,0
SUP-031,84.5,4,18.0,4210,12350,0.8,1.0,521.0,18334,4550,6,0
SUP-035,69.9,7,18.9,1764,4871,4.6,2.3,72.0,8416,2086,3,0
SUP-002,68.3,6,19.7,2215,3973,1.8,5.0,488.0,11950,2444,5,0
SUP-015,68.5,13,10.7,7055,11569,4.4,4.5,733.0,39104,8271,6,0
SUP-040,80.5,1,15.2,6540,6789,1.5,6.9,685.0,32723,8756,6,0
SUP-010,68.9,12,14.7,2549,7221,3.1,5.1,645.0,5326,3269,5,1
SUP-020,78.5,2,2.1,3041,3375,2.7,3.5,396.0,16344,2818,3,0
SUP-008,86.7,4,13.6,3686,8544,1.5,3.0,600.0,14123,2511,6,0
SUP-005,50.0,9,14.0,747,1578,5.4,7.3,787.0,3626,980,6,1
SUP-039,57.0,3,13.3,1700,4126,2.0,3.1,203.0,9115,1625,4,0
SUP-019,88.9,9,21.9,10929,21744,2.1,3.1,279.0,22088,14311,2,1
SUP-015,68.5,13,13.2,672,2229,3.0,6.4,174.0,916,816,6,1
SUP-030,81.2,10,7.8,2961,3581,0.8,3.0,5615.0,8556,2039,0,0
SUP-029,53.2,7,17.4,7218,20206,2.1,4.7,167.0,10095,4332,6,1
SUP-009,51.8,11,19.4,853,283,3.7,1.8,536.0,2730,827,4,1
SUP-013,79.1,12,9.0,2340,4991,5.6,2.9,251.0,9933,2055,0,0
SUP-024,92.3,0,14.2,9354,31537,5.1,3.1,819.0,42487,9669,3,0
SUP-026,55.3,11,16.6,1210,413,0.9,3.7,,5699,1202,6,0
SUP-001,86.0,14,12.2,1358,714,1.9,3.0,898.0,6407,1755,3,0
SUP-014,88.6,5,14.6,6775,19624,2.1,2.5,6711.0,32249,5839,4,0
SUP-019,88.9,9,18.4,3993,4704,5.6,3.2,122.0,12311,5036,2,0
SUP-029,53.2,7,19.1,2832,1842,3.5,3.2,399.0,12686,3717,6,0
SUP-026,55.3,11,25.5,6060,11579,2.8,2.5,612.0,31488,3718,6,1
SUP-003,90.5,2,15.6,6895,13009,1.6,6.1,611.0,28188,4931,5,0
SUP-011,64.7,6,14.4,1868,2421,3.2,0.6,599.0,3137,1290,4,0
SUP-027,69.7,11,19.0,920,2699,3.9,2.0,372.0,4086,886,0,0
SUP-023,96.4,12,14.0,5618,12463,5.4,1.0,2333.0,6886,3372,2,0
SUP-037,51.9,0,15.9,971,751,2.2,6.7,371.0,2065,691,1,0
SUP-023,96.4,12,11.8,784,849,5.3,5.4,1210.0,4206,815,2,1
SUP-013,79.1,12,13.4,1815,516,5.4,1.7,469.0,8271,2425,0,1
SUP-026,55.3,11,16.2,551,691,2.9,5.4,328.0,1048,718,6,1
SUP-010,68.9,12,10.9,671,482,1.4,2.0,255.0,3880,487,5,1
SUP-002,68.3,6,12.2,6283,14754,3.8,5.1,2859.0,8961,3578,5,0
SUP-016,57.0,4,12.4,1167,3317,3.8,3.7,518.0,4536,1405,2,1
SUP-025,86.3,11,17.1,1700,1591,1.6,2.6,524.0,4911,1852,7,0
SUP-033,62.3,8,17.6,6740,12821,5.1,3.0,269.0,33672,5611,7,1
SUP-031,84.5,4,12.4,803,1722,1.1,3.0,673.0,2868,898,6,0
SUP-007,85.3,1,20.0,3553,5984,5.1,3.0,355.0,6590,4584,0,0
SUP-022,63.8,2,16.4,790,2688,1.1,4.9,314.0,2092,548,1,0
SUP-032,96.3,11,13.5,4882,14611,2.6,3.3,470.0,13107,6020,2,0
SUP-029,53.2,7,20.9,3081,718,2.0,2.3,218.0,8447,3260,6,1
SUP-025,86.3,11,20.2,10423,7267,0.8,3.9,661.0,18144,13720,7,1
SUP-037,51.9,0,13.0,9273,11688,1.0,4.3,701.0,12120,7215,1,0
SUP-022,63.8,2,20.8,2594,4771,,1.4,427.0,13345,2288,1,0
SUP-011,64.7,6,25.6,2291,4592,0.5,4.1,433.0,9467,3084,4,0
SUP-015,68.5,13,14.8,4370,2326,1.7,4.0,511.0,25344,3165,6,1
SUP-029,53.2,7,19.0,728,1474,2.1,3.9,975.0,1607,684,6,0
SUP-014,88.6,5,15.9,3392,3672,3.1,1.4,1561.0,10150,4130,4,0
SUP-011,64.7,6,10.2,3376,2067,,4.3,1546.0,13609,4565,4,0
SUP-009,51.8,11,12.6,3009,1810,2.9,2.1,202.0,13085,2091,4,0
SUP-030,81.2,10,16.0,3066,2351,3.8,6.4,147.0,16817,2870,0,0
SUP-003,90.5,2,20.5,1429,395,5.4,4.2,806.0,4205,977,5,1
SUP-040,80.5,1,7.8,5277,14427,7.9,3.6,835.0,22065,6304,6,0
SUP-035,69.9,7,12.9,4199,1419,3.7,3.8,323.0,12955,2907,3,0
SUP-030,81.2,10,11.0,2106,5274,1.8,5.6,861.0,12490,1921,0,0
SUP-013,79.1,12,15.3,3486,3353,4.0,1.4,1238.0,7525,2111,0,0
SUP-033,62.3,8,20.9,15013,4060,0.7,4.5,717.0,71021,10577,7,1
SUP-017,74.4,3,16.5,3332,8779,3.3,5.3,405.0,18467,4422,4,1
SUP-026,55.3,11,13.2,3716,5505,1.0,2.4,652.0,3187,4822,6,0
SUP-020,78.5,2,9.0,2969,4786,1.0,2.4,363.0,16933,3177,3,0
SUP-003,90.5,2,14.8,9661,6197,5.4,8.2,103.0,42586,12200,5,1
SUP-022,63.8,2,17.2,1325,3054,1.5,2.5,277.0,2578,845,1,0
SUP-031,84.5,4,9.7,3052,9811,2.5,4.5,443.0,7414,2428,6,0
SUP-029,53.2,7,15.8,2628,4771,3.1,1.8,222.0,3459,3125,6,1
SUP-023,96.4,12,10.8,1601,5395,4.2,2.9,397.0,6734,2145,2,0
SUP-021,85.2,12,12.8,2591,2075,2.4,4.3,864.0,15331,2291,7,1
SUP-038,70.2,2,21.7,2725,1625,4.8,0.5,1178.0,13538,2559,4,0
SUP-011,64.7,6,14.9,1839,4405,1.1,1.9,1042.0,5701,2463,4,0
SUP-039,57.0,3,23.4,1860,3623,5.7,4.9,685.0,2480,1655,4,0
SUP-018,48.4,10,17.0,9538,9021,3.8,4.5,477.0,44784,7273,0,1
SUP-014,88.6,5,12.3,6658,21588,3.5,1.4,935.0,31503,6219,4,0
SUP-022,63.8,2,19.8,5591,2816,3.1,2.1,321.0,7266,3771,1,0
SUP-007,85.3,1,17.5,1636,3636,2.8,4.7,987.0,7159,1002,0,0
SUP-014,88.6,5,6.4,3656,1227,0.5,4.3,173.0,4927,3514,4,0
SUP-002,68.3,6,13.8,5145,10523,3.1,4.7,779.0,4490,2676,5,0
SUP-012,94.1,12,13.8,1350,761,0.7,6.1,279.0,1984,1276,4,0
SUP-033,62.3,8,16.4,7274,12782,5.0,1.3,379.0,27905,8164,7,0
SUP-012,94.1,12,9.6,8006,17133,1.5,6.0,757.0,41715,7991,4,0
SUP-037,51.9,0,19.5,3836,12965,3.8,6.1,487.0,9763,2768,1,0
SUP-030,81.2,10,11.5,5873,4473,4.5,3.0,574.0,18721,3835,0,0
SUP-025,86.3,11,13.7,6459,3057,1.5,4.0,1056.0,22553,6846,7,1
SUP-033,62.3,8,15.4,5748,3425,7.5,4.9,277.0,11332,7456,7,1
SUP-004,82.0,12,12.3,2729,6809,5.2,5.5,427.0,3791,1547,3,1
SUP-039,57.0,3,2.0,4759,9573,6.4,3.0,715.0,21722,2754,4,0
SUP-011,64.7,6,10.9,2198,6502,1.8,1.6,445.0,7261,2501,4,0
SUP-016,57.0,4,17.3,2589,1654,4.2,6.4,359.0,11603,2980,2,1
SUP-013,79.1,12,14.8,12591,14075,1.3,4.4,1496.0,13564,14656,0,0
SUP-012,94.1,12,15.9,2539,3960,6.1,3.4,2359.0,11617,1388,4,0
SUP-014,88.6,5,14.2,1975,2568,3.3,3.7,620.0,8665,2138,4,0
SUP-001,86.0,14,12.3,3600,6928,3.1,3.1,229.0,8990,3300,3,0
SUP-001,86.0,14,15.4,8353,16139,5.3,3.1,609.0,40376,11525,3,0
SUP-013,79.1,12,20.2,3072,8724,2.3,1.1,152.0,4077,3716,0,0
SUP-006,96.7,10,16.2,14573,7383,2.3,3.1,473.0,65511,12464,4,0
SUP-031,84.5,4,11.6,4384,3918,7.5,2.4,793.0,24087,3824,6,0
SUP-009,51.8,11,21.1,21666,16402,2.5,4.3,328.0,66209,16364,4,0
SUP-029,53.2,7,10.8,6551,19676,1.9,4.5,1255.0,5536,4280,6,1
SUP-013,79.1,12,16.0,3052,6350,2.2,7.4,394.0,18168,3997,0,0
SUP-018,48.4,10,16.1,2584,8012,6.2,6.4,221.0,6135,2066,0,0
SUP-027,69.7,11,14.5,2144,5240,1.7,1.4,611.0,2946,2600,0,0
SUP-002,68.3,6,14.7,2477,1482,2.2,1.0,212.0,6251,3248,5,1
SUP-029,53.2,7,11.7,3901,6157,1.2,1.6,301.0,4853,2393,6,0
SUP-009,51.8,11,18.8,2235,2831,2.7,5.2,393.0,7259,2438,4,1
SUP-018,48.4,10,18.6,3589,7120,6.3,4.3,270.0,4249,2616,0,0
SUP-019,88.9,9,15.3,1595,3146,2.2,7.3,571.0,8514,2141,2,0
SUP-032,96.3,11,21.1,2022,2146,0.9,1.1,291.0,12013,1267,2,0
SUP-030,81.2,10,17.4,3003,2112,4.9,4.2,,3542,3162,0,0
SUP-012,94.1,12,10.2,360,455,4.9,1.1,733.0,1976,441,4,1
SUP-014,88.6,5,14.9,1987,6016,1.7,1.0,2390.0,7733,2544,4,0
SUP-033,62.3,8,14.4,7488,7353,2.7,4.4,1192.0,9020,7266,7,1
SUP-040,80.5,1,10.9,11901,31847,2.9,2.5,688.0,68687,8126,6,0
SUP-026,55.3,11,10.6,4483,6976,5.2,4.7,333.0,22198,4077,6,1
SUP-033,62.3,8,9.6,4053,6048,3.0,1.1,155.0,20106,3513,7,0
SUP-040,80.5,1,12.9,4891,2238,2.0,2.5,2301.0,10580,5972,6,1
SUP-020,78.5,2,17.2,9243,32240,1.9,2.1,465.0,24423,11464,3,0
SUP-015,68.5,13,21.7,2343,7622,0.9,4.9,518.0,3726,1216,6,1
SUP-007,85.3,1,22.8,3148,7955,2.3,4.7,1225.0,8509,1851,0,0
SUP-024,92.3,0,14.7,3353,11405,2.4,3.6,558.0,18477,4605,3,0
SUP-032,96.3,11,9.4,10364,34869,1.6,6.1,2251.0,33264,13845,2,0
SUP-039,57.0,3,19.3,13418,26464,1.0,6.0,716.0,29938,6992,4,1
SUP-027,69.7,11,12.5,1610,4776,2.8,4.0,212.0,8867,1902,0,1
SUP-005,50.0,9,20.6,5821,15733,2.7,2.8,2359.0,26012,5304,6,1
SUP-040,80.5,1,14.6,919,932,1.2,4.1,457.0,1503,755,6,0
SUP-006,96.7,10,12.8,19145,26420,1.7,3.7,1478.0,32390,24149,4,0
SUP-009,51.8,11,18.8,1405,3946,4.5,2.2,2424.0,3446,1643,4,1
SUP-021,85.2,12,10.0,1798,1671,0.8,2.0,1123.0,7319,1959,7,0
SUP-009,51.8,11,12.6,4969,1693,1.5,2.4,255.0,26728,5391,4,0
SUP-025,86.3,11,6.5,1541,367,6.2,2.5,1838.0,3854,1245,7,1
SUP-028,47.3,9,16.3,13496,44401,6.5,6.6,1506.0,29599,10885,1,0
SUP-040,80.5,1,11.8,5458,5799,2.1,5.1,330.0,30601,4478,6,0
SUP-003,90.5,2,5.9,1574,1748,7.1,5.2,248.0,4649,847,5,0
SUP-039,57.0,3,21.2,17805,32174,1.9,1.6,1348.0,103709,21021,4,0
SUP-024,92.3,0,20.2,2654,8220,6.1,2.9,707.0,8478,1648,3,0
SUP-014,88.6,5,15.2,1390,1583,3.6,3.7,719.0,4280,1562,4,0
SUP-019,88.9,9,13.9,2280,6957,0.6,1.5,883.0,3747,1304,2,0
SUP-005,50.0,9,23.7,1064,436,3.4,3.1,310.0,1126,1221,6,1
SUP-036,55.0,8,19.3,5202,16551,2.3,6.7,848.0,22724,3316,5,1
SUP-022,63.8,2,7.1,2581,7132,2.3,3.4,321.0,4724,3405,1,0
SUP-033,62.3,8,15.8,991,1608,4.2,4.5,512.0,4317,1038,7,1
SUP-008,86.7,4,13.8,5054,2957,3.5,2.4,240.0,10089,5857,6,0
SUP-023,96.4,12,15.6,2022,1210,,4.3,341.0,9537,2669,2,0
SUP-007,85.3,1,17.2,623,1515,0.8,6.8,461.0,1942,652,0,0
SUP-023,96.4,12,4.0,14106,33094,5.4,2.4,1349.0,28430,19618,2,0
SUP-006,96.7,10,8.1,7821,22971,,3.8,690.0,38662,5548,4,0
SUP-013,79.1,12,21.9,14289,44560,2.2,0.8,261.0,38116,19163,0,0
SUP-035,69.9,7,10.9,3146,4895,3.1,1.7,1226.0,18799,3408,3,1
SUP-039,57.0,3,16.8,1255,4326,4.5,2.1,691.0,2757,1452,4,0
SUP-032,96.3,11,14.4,2353,6959,1.9,1.9,1792.0,4662,3037,2,0
SUP-040,80.5,1,6.6,3226,8828,3.0,3.4,565.0,8812,3497,6,0
SUP-031,84.5,4,12.1,3429,2220,2.2,3.2,195.0,14835,3164,6,0
SUP-023,96.4,12,9.0,5961,3525,1.5,1.1,2117.0,25924,4418,2,0
SUP-019,88.9,9,16.9,5940,9369,1.0,3.9,1059.0,19859,6133,2,0
SUP-013,79.1,12,9.4,3118,3557,5.7,1.5,2442.0,7926,3932,0,0
SUP-004,82.0,12,13.6,5696,1352,2.7,6.1,376.0,23984,3684,3,0
SUP-003,90.5,2,4.2,2799,3067,2.8,5.0,503.0,13521,3067,5,1
SUP-002,68.3,6,14.4,5768,8126,3.9,2.9,1082.0,11641,4370,5,1
SUP-001,86.0,14,19.4,2736,7806,2.1,7.7,785.0,10572,2025,3,1
SUP-014,88.6,5,8.7,2123,6317,2.1,4.4,756.0,8062,1603,4,0
SUP-005,50.0,9,19.1,795,2294,2.8,2.0,494.0,3261,949,6,0
SUP-001,86.0,14,14.7,3681,8540,1.0,0.8,382.0,17855,2286,3,0
SUP-013,79.1,12,11.1,3053,4456,1.2,1.9,1222.0,9379,3170,0,0
SUP-013,79.1,12,16.0,1002,954,1.7,5.8,417.0,1785,1189,0,1
SUP-034,64.6,6,11.7,656,527,1.1,3.6,353.0,2577,834,2,0
SUP-005,50.0,9,18.5,24944,19702,0.2,2.6,261.0,35896,21625,6,1
SUP-010,68.9,12,19.7,1039,819,1.5,3.8,,2475,845,5,1
SUP-008,86.7,4,16.7,7181,18234,0.4,6.2,446.0,19302,3610,6,0
SUP-039,57.0,3,14.9,2850,6081,1.5,2.8,1827.0,5984,2091,4,0
SUP-040,80.5,1,20.0,4147,4775,3.0,3.9,532.0,14125,5792,6,0
SUP-031,84.5,4,15.6,4796,14109,0.6,2.7,747.0,23017,4287,6,0
SUP-035,69.9,7,14.3,1901,2279,0.8,3.1,204.0,4678,1249,3,0
SUP-001,86.0,14,12.4,3174,6321,1.5,3.1,1135.0,7828,2396,3,0
SUP-006,96.7,10,17.5,3384,2016,4.4,7.8,82.0,8269,3438,4,1
SUP-010,68.9,12,20.4,3056,1867,2.5,4.1,881.0,11479,2172,5,0
SUP-002,68.3,6,18.5,3426,8567,1.7,3.1,1145.0,20001,3067,5,1
SUP-022,63.8,2,12.0,893,1585,1.7,0.9,596.0,1167,752,1,0
SUP-011,64.7,6,14.9,1303,2500,2.3,4.6,1053.0,1320,1311,4,0
SUP-009,51.8,11,16.1,5616,5972,3.1,2.8,1186.0,8773,7362,4,0
SUP-001,86.0,14,20.0,1936,4626,1.3,3.9,206.0,1616,2185,3,0
SUP-026,55.3,11,21.6,1939,1225,3.4,2.4,257.0,3233,1774,6,0
SUP-022,63.8,2,10.7,7884,6850,0.9,3.7,456.0,7208,10902,1,0
SUP-004,82.0,12,15.2,576,135,2.5,3.7,472.0,2243,801,3,0
SUP-037,51.9,0,25.8,2518,2734,4.5,1.1,741.0,7114,1455,1,0
SUP-006,96.7,10,21.3,1519,1257,0.5,3.5,106.0,3832,978,4,1
SUP-029,53.2,7,22.8,3319,10290,2.3,6.0,180.0,16451,2594,6,1
SUP-022,63.8,2,23.7,11830,8464,4.3,3.7,93.0,35424,13505,1,0
SUP-022,63.8,2,19.4,3554,3305,3.0,2.7,1142.0,6632,4617,1,0
SUP-002,68.3,6,15.4,1941,679,0.2,1.2,492.0,9893,1237,5,0
SUP-018,48.4,10,19.8,965,1954,2.1,7.3,710.0,4442,1160,0,1
SUP-009,51.8,11,19.3,2150,2200,3.4,2.4,1533.0,10211,2172,4,1
SUP-004,82.0,12,14.1,1350,3478,2.5,2.6,1509.0,1604,1168,3,0
SUP-011,64.7,6,12.3,2962,1016,2.6,0.9,454.0,15011,3030,4,0
SUP-011,64.7,6,19.2,2338,1980,2.0,5.6,890.0,10132,1890,4,1
SUP-030,81.2,10,7.9,3632,11906,3.6,3.1,644.0,4401,4940,0,0
SUP-008,86.7,4,14.2,3985,7882,3.7,2.3,1177.0,19218,2846,6,0
SUP-004,82.0,12,17.5,4798,11538,1.6,4.9,295.0,18607,6220,3,0
SUP-032,96.3,11,12.7,708,1669,3.2,6.6,423.0,1068,408,2,0
SUP-012,94.1,12,17.0,2869,8072,1.0,6.4,,16889,1940,4,0
SUP-001,86.0,14,16.0,1852,3562,0.8,3.0,694.0,2043,2225,3,0
SUP-002,68.3,6,15.7,4825,16357,2.2,5.8,604.0,20276,3772,5,1
SUP-011,64.7,6,8.5,2126,4600,4.5,5.0,948.0,9008,1447,4,1
SUP-028,47.3,9,19.3,3312,10473,2.0,3.1,529.0,12016,4115,1,0
SUP-036,55.0,8,15.2,1259,2572,5.7,5.0,694.0,2507,1323,5,1
SUP-031,84.5,4,11.8,5866,17012,3.2,3.8,656.0,22511,4323,6,1
SUP-009,51.8,11,12.7,4813,8358,4.5,3.7,530.0,9657,2963,4,0
SUP-021,85.2,12,12.2,2710,8003,0.2,1.6,217.0,3989,3697,7,0
SUP-034,64.6,6,8.0,789,565,4.9,2.4,2618.0,4101,1070,2,0
SUP-015,68.5,13,11.4,968,2083,0.7,5.1,342.0,4957,999,6,0
SUP-002,68.3,6,21.2,2135,2719,1.1,3.8,413.0,11320,2371,5,0
SUP-006,96.7,10,12.0,2274,5814,0.7,1.4,297.0,10531,2289,4,0
SUP-001,86.0,14,16.0,3051,9792,1.0,6.0,383.0,4180,2783,3,0
SUP-039,57.0,3,19.1,3035,1813,2.0,3.9,622.0,3353,1944,4,0
SUP-006,96.7,10,14.2,1060,623,0.8,2.4,830.0,1177,1326,4,0
SUP-017,74.4,3,15.8,1427,1067,,1.8,1304.0,5502,1084,4,0
SUP-039,57.0,3,11.8,4569,11315,4.1,2.4,206.0,16265,4791,4,0
SUP-021,85.2,12,17.0,4406,6610,2.2,3.5,1775.0,22089,3701,7,1
SUP-017,74.4,3,15.7,9261,16977,2.6,1.5,922.0,38210,9385,4,0
SUP-030,81.2,10,14.3,1751,2109,1.9,6.0,1624.0,9320,1015,0,1
SUP-038,70.2,2,23.8,1707,1449,2.1,3.6,267.0,5334,2321,4,0
SUP-022,63.8,2,16.9,1158,2180,3.4,4.4,233.0,2495,923,1,0
SUP-019,88.9,9,13.5,3306,7238,2.5,3.1,458.0,13955,4022,2,0
SUP-040,80.5,1,10.6,1336,3698,1.4,6.9,254.0,4500,1471,6,0
SUP-001,86.0,14,16.9,1891,2678,2.4,2.9,473.0,6442,2633,3,1
SUP-037,51.9,0,18.1,1923,2512,2.2,6.7,900.0,10394,1786,1,0
SUP-008,86.7,4,10.7,876,2660,2.6,2.2,258.0,2149,1124,6,0
SUP-007,85.3,1,14.5,2281,7290,2.7,1.0,121.0,3839,2912,0,0
SUP-013,79.1,12,12.0,1818,3880,0.9,3.6,249.0,2577,2200,0,0
SUP-007,85.3,1,13.0,10885,18695,1.3,1.4,930.0,38875,14997,0,0
SUP-033,62.3,8,17.9,3037,6641,4.2,4.4,380.0,9106,3355,7,1
SUP-016,57.0,4,16.1,2756,7758,0.6,3.0,336.0,14960,1986,2,0
SUP-032,96.3,11,16.3,623,1260,6.0,1.5,344.0,3044,867,2,0
SUP-025,86.3,11,17.2,3153,7158,2.5,2.2,174.0,9111,2391,7,0
SUP-028,47.3,9,20.2,7886,7647,2.9,5.6,1201.0,6895,10272,1,1
SUP-017,74.4,3,21.0,6948,15694,2.7,6.0,1215.0,36547,6102,4,0
SUP-037,51.9,0,16.6,2166,2210,4.5,2.0,,4384,2895,1,0
SUP-029,53.2,7,19.2,9639,20551,4.2,5.3,286.0,49695,5020,6,1
SUP-010,68.9,12,7.8,1701,1402,4.5,6.0,630.0,4813,1901,5,1
SUP-003,90.5,2,16.4,5580,15271,4.7,5.7,362.0,6175,4314,5,0
SUP-007,85.3,1,16.1,10659,16301,4.0,2.1,645.0,21549,10430,0,0
SUP-004,82.0,12,14.0,1960,6057,1.4,2.3,533.0,2742,1010,3,0
SUP-031,84.5,4,16.7,3212,7834,2.1,3.5,339.0,11319,2740,6,0
SUP-014,88.6,5,19.2,4120,7792,4.5,2.3,367.0,11286,3281,4,1
SUP-007,85.3,1,16.4,4854,13939,1.5,0.4,789.0,8377,4198,0,0
SUP-008,86.7,4,14.0,785,423,2.8,5.2,217.0,2326,798,6,0
SUP-021,85.2,12,15.6,2705,8101,6.0,3.6,357.0,7273,3046,7,0
SUP-017,74.4,3,16.1,2348,6343,2.6,4.8,1200.0,12428,2162,4,0
SUP-008,86.7,4,8.3,452,1170,6.2,3.5,621.0,1846,302,6,0
SUP-031,84.5,4,11.4,4985,5768,2.9,4.6,717.0,12278,4264,6,0
SUP-030,81.2,10,18.7,5621,11370,3.9,4.1,548.0,25382,4199,0,0
SUP-023,96.4,12,5.4,4645,15462,0.7,4.7,1062.0,27033,6050,2,0
SUP-036,55.0,8,15.9,2463,942,4.3,5.1,194.0,4207,1349,5,1
SUP-027,69.7,11,19.2,1097,3506,4.0,1.9,777.0,2331,614,0,0
SUP-019,88.9,9,13.1,4069,4454,1.0,4.3,114.0,13713,2757,2,0
SUP-031,84.5,4,9.4,2602,5553,1.4,4.8,429.0,8984,1385,6,1
SUP-032,96.3,11,9.3,769,1577,0.3,4.9,242.0,1631,663,2,0
SUP-014,88.6,5,12.6,4164,5997,4.2,5.3,453.0,23123,5217,4,0
SUP-017,74.4,3,11.6,2043,4851,4.2,3.1,1085.0,6218,1477,4,0
SUP-017,74.4,3,13.8,3692,10610,1.4,0.3,737.0,16486,3608,4,0
SUP-035,69.9,7,21.1,1481,701,2.8,3.5,893.0,5387,1315,3,0
SUP-012,94.1,12,20.9,1615,4911,3.0,2.0,1392.0,3114,2205,4,1
SUP-025,86.3,11,12.3,1433,710,0.9,2.6,108.0,1334,977,7,0
SUP-003,90.5,2,18.4,1690,4882,4.3,6.5,335.0,7764,1466,5,1
SUP-013,79.1,12,13.5,2904,10100,1.7,4.9,476.0,4984,1653,0,0
SUP-027,69.7,11,17.3,4134,8965,0.7,1.1,224.0,13467,5322,0,0
SUP-003,90.5,2,15.7,1851,4110,3.4,1.2,485.0,7366,1394,5,0
SUP-030,81.2,10,17.3,1719,1431,3.6,4.0,1038.0,7094,983,0,0
SUP-011,64.7,6,16.9,5738,15668,4.3,2.3,601.0,28651,4461,4,1
SUP-022,63.8,2,10.8,3338,8862,1.6,6.3,376.0,11897,3099,1,0
SUP-021,85.2,12,9.9,4237,9556,3.8,4.1,117.0,10124,2937,7,0
SUP-039,57.0,3,15.1,824,2046,3.5,5.6,973.0,3435,463,4,1
SUP-011,64.7,6,15.2,4427,3592,1.3,2.5,362.0,19337,3068,4,0
SUP-017,74.4,3,16.8,6944,15635,3.2,1.5,747.0,29640,8754,4,0
SUP-001,86.0,14,16.7,3208,2655,3.8,4.3,446.0,16412,2584,3,1
